,Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet
14489,14837,3,0,3,0,1,RT @BroadDayJay_: Fellas remember to stock up on thermals and Timbs before the dykes buy them all
13600,13935,3,0,3,0,1,Omg I hate this bitches fucking laugh.. shut the fuck upppp!
14498,14846,3,0,3,0,1,"RT @BrosConfessions: ""If you are nice girls, they will be bitches to you. If you are an asshole, girls will want your dick. #womanlogic"""
1936,1976,3,0,3,0,1,"&#8220;@truuuchains: If you already out of school, fuck you I hate you and I hope you trip on the stage at graduation hoe&#8221;"
8848,9094,3,0,3,0,1,Drake was singing that shit so bitches would buy NWTS...lmao. Nobody even remembers that album
20546,20993,3,0,3,0,1,Ross a bitch for not responding
11937,12241,3,0,3,0,1,It's definitely a bitch everything in life is ruled by money. Such a moral heartbreak.
15356,15719,3,0,3,0,1,"RT @GoatRapLines: When Lil Wayne said ""Even deaf bitches say ""Hi"" to me, she tell a blind bitch and she say ""I gotta see"""" my headphones ju&#8230;"
15077,15434,3,0,3,0,1,RT @Durags4Eva: Bulls still not winning the title with this bland ass offense. Pau still a pussy. No darkskin niggas in the starting line u&#8230;
10316,10594,6,0,6,0,1,I fucked the shit out yo bitch yesterday til she couldn't stand straight she called me earlier asking could she come and get a replay
3610,3708,3,0,3,0,1,@JasonAstley I hate that shit. Like bitch don't ask me for shit makin me waste my time and your dumb ass ain't even using it.
15185,15543,3,3,0,0,0,RT @FemsHaveBallz: You can no longer run a business n America unless it's deemed acceptable by 1 political group of retards known as democr&#8230;
4553,4687,3,0,3,0,1,@Rob215__ @thereal_2raw on god my bitch bad
19872,20313,6,0,6,0,1,RT @pumpkinheaddd: &#128530; why these hoes acting like they not getting fucked &amp; sucking dick &#128080; but I ain't saying nothing &#128520;
4736,4875,3,0,3,0,1,@SpecialEd24 gotta turn the hoe into housewife
20712,21161,3,0,3,0,1,"She actin like a hoe i dont want her, id rather just smoke my marijuana"
15797,16166,3,0,3,0,1,RT @JeremyPlatt: Yah she was a hoe...
24400,24905,3,0,3,0,1,"sarcastic cunt, yes"
18748,19163,3,0,3,0,1,"RT @chelsearaine: Aw that's cute, your mom raised you to be a bitchy little cunt&#128536;"
2109,2152,3,0,2,1,1,' This Niggah Kevin Hart couldn't sit down lmaoooooooooooo My niggah My Niggah &#1041204;&#1041204;&#1041204;&#1041204;&#1043358;&#1043351;&#1043323;
13673,14009,3,0,3,0,1,Only fw bad bitches iont do no mediocre...
1303,1331,3,0,3,0,1,&#8220;@HighClassCapri: @what_evaittakes ohhhhh yes bitch yesss&#8221;u ready T?&#128527;&#128520;
315,320,3,2,1,0,0,"""@bigbootybishopp: @white_thunduh lassen cc , the coach wants me"" i feel it youll get more my nig no doubt"
16984,17373,3,0,3,0,1,RT @REAL_Kaysavage: @1stBlocJeremiah my bitch
15239,15598,3,1,2,0,1,RT @FreshCigarette: Can you cunts go 20 seconds without talking about weed
14048,14388,3,0,3,0,1,RT @6THGRADER: Today seems like as good a day as ever to bang some bitches and go for ice cream.
14120,14460,3,0,3,0,1,RT @Adrian1_knowsu: @0124jessi lml se pasa de shunsha &#128536;&#128536;and no mi joda w ur bitch waaa &#128514;&#128514;
24567,25075,3,0,3,0,1,this bitch just said id suck your dick if it was legal to my cat
18703,19118,3,0,3,0,1,"RT @bugattibeez: to u bitches who have upside down default pictures, die. nobody has time to flip they phone around to see if u even uglier&#8230;"
13397,13728,3,2,1,0,0,"No police department that hires gypsies, half-breeds, and nigglets should be trusted."
10171,10445,3,0,3,0,1,I did anything for my bitch now these hoes only get hard dick nbs
5376,5533,3,0,3,0,1,@__MotoMoto you a real bitch for that
8557,8794,6,1,5,0,1,"Cuh, this is our SCRUM&#9994; #FallSevens #DisTONGA #NiniWubbsMe We're finna smash some bitches&#128170;&#128079; #Rugby http://t.co/6VufVaO2ek"
15734,16102,3,1,2,0,1,RT @JaidTaylorLive: No &#9981;&#65039; for you hoes!
3113,3191,3,3,0,0,0,@EleyCome_EleyGo @caykelly16 movies don't matter as long as you do coon shit with coons you're a nigga!
5445,5603,3,0,3,0,1,@_xpriceless_ @Casio_DatGuy bitch get punched tf out lol
5512,5670,3,2,1,0,0,@amandabynes i can give you some of my clothes so you can look like a cute dyke
4470,4602,3,0,3,0,1,@REM_2014 I'm drunk that hoe by myself bro solo dolo
14524,14872,3,1,2,0,1,"RT @Buckm00se: @Wildblood817 I seen what you look like ,not impressed.dont talk shit you dirt looking bitch"
18309,18716,3,0,3,0,1,"RT @_LastQueen_Bri: Everybody claim they fvck with ""bad bitches"" but all the ugly bitches getting pregnant&#128118;&#128118; 
.

.

.

.
Somebody lien&#128530;&#128530;"
10276,10554,3,0,3,0,1,I eats the pussy.
11421,11714,3,0,2,1,1,"I'm too nice to people , but when I finally decide to say something , I'm a bitch . wonderful ."
23536,24027,3,0,0,3,2,"after the steelers lost the superbowl i loaded up the black and yellow gmix on my moms computer, i think the youtube page is still open"
21574,22036,3,0,3,0,1,"The lady talking about I have to sit in this seat and I have 3 hours to piss like bruh ! I already tried twice, I can't fucking pee bitch!"
9422,9681,3,0,1,2,2,Ghetto bird can't fly away from my hood
19823,20264,3,0,0,3,2,RT @pattonoswalt: Who spotted the looming yellow crown on tonight's #TrueDetective? http://t.co/MUa60ppVeL
21256,21717,3,0,3,0,1,Sydney on this hoe asking dumb ass questions
2564,2621,3,0,0,3,2,@BasketballPics whoever made this twitter doesnt like the Lakers... they r making a comeback but this accnt still continues to trash talk em
8065,8290,3,0,3,0,1,"Bitches be like ""Keep Calm I'm Single""........... first of all bitch, nobody was hype"
23942,24439,3,0,3,0,1,hot nigga is just as big as I don't like was. bobby bitch nice too RT @BLASTography: @WaymoTheGod he won't tho
22175,22644,3,0,0,3,2,Three little birds
18907,19326,3,0,3,0,1,RT @donnyoraha: Dont fucks with u hoe
20402,20848,6,0,6,0,1,RT @yes_paul: I bitch about unnecessary things lol
23764,24258,3,0,0,3,2,dodgerofzion asked: A giant green rooster walks in carrying a tray of brownies. You may have a brownie in... http://t.co/Rn0sWWuIq9
16999,17389,3,1,0,2,2,RT @RT_America: Russell Brand mocks Bill O'Reilly for proposing Berlin Wall against immigrants (VIDEO) http://t.co/WtzD2MIBf6 http://t.co/A&#8230;
5661,5822,3,0,0,3,2,@brianstelter took uber yesterday. Advertised as 20% &lt; NY taxis but was actually a yellow taxi at same price. #uber
6496,6679,3,0,3,0,1,@kincade00 @PacTha_Mac lmaooooo we can't wash that baby ass honda you got cause that hoe don't cost more than 1200
9166,9422,3,0,3,0,1,Forgot how good I am at NHL13. Too bad @ChiefGaming is a pussy and wont buy it. Scared to get fuckin scraped.
20685,21134,3,0,0,3,2,"Seriously, reading 'thriller' like books spook me more than most horror movies. 
#bookgeek"
9514,9774,3,1,2,0,1,Goodmorning uu bitch ass niggas !!!
16247,16619,3,0,3,0,1,RT @Liveitupjersey: @1SleepingGiant @bad_boy_six That's what I call the bitch and block! If you fuck with someone stay and fight! She hit t&#8230;
832,850,3,2,0,1,0,"#faggots are MERELY a #scientific indicator that SOMETHING IS WRONG&gt; Do not celebrate as ""unique indiviuals"" for they are #cancer&gt;"
6987,7183,3,0,3,0,1,@sbsylvester @kieffer_jason bitch fuck that blog where u be at meet up and get your round
7382,7592,3,0,3,0,1,@z0mbiedance message me hoe! I need to plan stuff.
17974,18378,3,0,0,3,2,RT @VersaceAmeezy: Austin is so cute like look at him all excited because he got Oreos http://t.co/0mK1W8Reak
1105,1129,3,0,3,0,1,&#8220;@AndyyDotCom: Every female owns a thong &#8220;@Ben_Dough: If she wear thongs she a hoe lol&#8221;&#8221; both facts
12475,12787,3,0,1,2,2,Live birds found in Elmo doll at US-Mexico border (from @AP) http://t.co/JCH9HQVlPl
14830,15185,3,0,3,0,1,RT @CurrenSy_Spitta: I will not buy your bitch no red bottoms.... So don't even worry bout that cuzzo..
18461,18870,3,0,3,0,1,RT @_imREDhoe: heard a bitch say im ugly but ha nigga thank different &#128523; you say you mainline he dont treat me no different &#9996;&#128540;
3264,3350,3,1,2,0,1,@GirlThatsVonte i wont ima come piss in yours bitch
5534,5692,3,0,0,3,2,@ariennajanee thats why youz a yellow bone &#128155;&#128155;
21067,21520,3,1,2,0,1,Someone needs to get this boring Nike fag off the stage.
2130,2174,6,0,6,0,1,"'Every bitch got a fat ass or she $3,000 from it' #RNS"
9880,10149,6,0,0,6,2,Homemade Soup is very good with vegetables on the side with crackers http://t.co/LiRwGwkdzE
9284,9540,3,0,3,0,1,Fuck them bitches&#128557;&#128557;&#128557;
5026,5175,3,0,0,3,2,@Torn_Rose republican teabaggers should be jailed for treason.....
4729,4867,3,2,1,0,0,@Soldier1eaODGrn I don't give a flying fuck what a teabagger piece of human garbage like you thinks =)
19444,19876,3,0,3,0,1,RT @king_daddy001: That bitch got a red COOTCHEE rover and shit &#128514;&#128514;&#128514;&#128514;&#128514; @erykahminor_
11647,11943,3,0,3,0,1,"If you hang with hoes, you're a hoe by association. If you try and debate this, you're a hoe. If you get offended by this, you're a hoe.&#128175;"
7901,8122,3,1,2,0,1,Bad bitch contest you in first place &#128175; http://t.co/c1cPZMzEQR
18971,19392,3,0,0,3,2,RT @eph4_15: Allen West &amp; The Slippery slope of Obama's constitutional contempt http://t.co/ropPmOtnbD #PJNET #CCOT
12368,12680,3,0,3,0,1,Let those bitches keep loving sosa
5565,5724,3,0,0,3,2,@b1gsean21 lets just say hellen keller makes better brownies
17384,17779,3,0,0,3,2,RT @SpacePlankton: Saw a man in a yellow hat at the Grand Canyon today. He was hanging out next to a curious gorge.
4416,4547,3,0,1,2,2,@Pinche_Escobar too make up for your yellow chompers? #candyass
17332,17727,6,0,6,0,1,"RT @SkinnyKenny13: ""@1017_Sqquad: When a fat bitch want you and a skinny bitch can't cook nothin for you &#128514;&#128514;&#128514; these hoes ain't hungry &#128514;&#128514;"" do&#8230;"
12878,13197,3,0,3,0,1,"Momma always told me I was crazy , am the hoes say I'm amazing but I don't listen to a lady !"
11007,11290,3,0,3,0,1,I wake up every morning wishing a bitch would.
1806,1843,3,0,3,0,1,&#8220;@jjusmaxx: Thot bitches wanna be wined &amp; dined like a wife but don't know how to earn it &#128564;&#8221;
15431,15794,3,0,3,0,1,RT @HakoSav: Bruh why am i always sooooooooooooooo tired but i never sleep i'm like a new species of retard no disrespect
9085,9338,3,2,1,0,0,Feminist aka a bitch.
13273,13601,3,0,3,0,1,Nick Cannon movie.. &#171;@arigold_88 A 31 year old bitch in Texas was pretending to be 15 and went to high school 6 months!&#187;
1204,1231,3,0,3,0,1,&#8220;@CuffablePisces: TONY ROMO in my #Top10QBs bitches&#8221; http://t.co/17sA90xG2H
4732,4870,3,0,0,3,2,@SonnieJohnson is 72% out of wedlock births a lie? latinos in 2nd place.# mostly driven up by illegal aliens w/ anchor babies
4534,4666,3,2,1,0,0,@RichxInxFlavor I'm not a fag. Gtfo
16179,16549,3,1,2,0,1,"RT @LessonswithKate: you got hoes, I got niggas."
10458,10736,3,0,1,2,2,I hate my dog's name.. It sounds so ghetto. &#128528;
7803,8023,3,0,0,3,2,Appropriately this guy wears the WV yellow Rick James on his face. @BarkingCarnival http://t.co/SGb9rYvdmb
3431,3520,3,2,1,0,0,@Huntermoore nigger!!
6291,6472,3,0,3,0,1,@joshmtz1199 bitch I'm starving!
15880,16249,3,2,1,0,0,RT @Juicy_Squeaky: Any bitch who need a crowd to fight is clearly easily influenced &amp; weak minded &amp; most likely will commit suicide &#128514;&#128514;
3626,3724,3,0,3,0,1,@JawShoeeAhhh lol thanks bitch hahah Vegas ain't ready for us lol
6532,6715,3,2,1,0,0,@ktpowers98 @WendyDavisTexas Ha Ha Ha no good fat dyke
17635,18034,3,0,3,0,1,RT @TheBardockObama: Yea but who gets more bitches grandma
9953,10225,3,0,2,1,1,Hull all yuh mudda cunt RT @FCBarcelona: Six strikers set for The Clasico http://t.co/Ve6RHXSS4x http://t.co/YJhUba6hUW
14426,14769,3,1,0,2,2,RT @Blessedyaszay: #IWantToPunchPeopleWho mock God
6119,6296,3,0,2,1,1,@iDoSexWell @MamiJuuki @Baddiies @AjukiWebster the nerve of these hoes
18823,19240,3,0,3,0,1,RT @dabosss_: &#128056;&#9749;&#65039;&#8220;@100046729: #oomf lying knowing he don't be bored in Brusly fckn that bald head hoe.&#8221;
5699,5862,3,3,0,0,0,@caykelly16 @MadisonEarhart u guys are fags.
19443,19875,3,0,3,0,1,RT @kimble_zyelon: when i see a pretty girl i be like YASSSS slay on these hoes &#128571;&#128525;&#128553;&#128514; http://t.co/bOVprgb4W9
2582,2639,3,0,3,0,1,@BetoDavidThomas @JesseCanon bitch my mom didn't call you
840,858,3,0,3,0,1,"#inktober #twentysix #gouache #mt snappy pappy and his bitch 3.5x2.5"" good thing sable paintbrushes&#8230; http://t.co/4gYBEI5Mkl"
4720,4858,3,0,3,0,1,@Smokey_Bahr Go get that sum bitch
14476,14823,3,0,1,2,2,"RT @Brianhopecomedy: &#8220;Daddy, Batman&#8217;s parents are dead.&#8221;

&#8220;Yup.&#8221;

&#8220;And Superman&#8217;s.&#8221;

&#8220;Yup.&#8221;

&#8220;What am I going to be when you die?&#8221;

&#8220;Sad ho&#8230;"
22106,22574,3,1,2,0,1,This nigga Magic Johnson got a Grade A faggot for a son &#128514;&#128514;.. He had to have done some terrible shit growin up lol..
7265,7472,3,0,2,1,1,@vj44 umm how about they are at home raising kids? You are retarded.
22947,23427,9,1,7,1,1,"With no babymama drama , side hoes all that ...just fa me n only me !"
10597,10877,3,0,0,3,2,I just wanna cuddle with my boyfriend under a fuzzy blanket &amp; drink hot tea and have my hair played with so I can go to bed.
12589,12902,6,0,6,0,1,"Lol Sam said ""Betty Boop"" is a hoe &#128514;"
3756,3864,3,0,3,0,1,@Kaaaat__ make that llama your bitch
375,380,3,0,3,0,1,"""@ozzie_garza: @white_thunduh I'm so sure bitch"" frfr tf"
20000,20442,3,0,3,0,1,RT @shananigans__: 50 shades of shut your bitch ass up
22686,23164,3,0,3,0,1,When bae say she goin to the club with her girls I be outside that bitch at 2am like... http://t.co/yJowfMziKf
8982,9231,3,0,3,0,1,Every nigga tryna fuck the next nigga bitch but not knowing his bitch is the next nigga bitch
22401,22875,3,0,2,1,1,Up too early the damn birds are still chirping smh.
22942,23422,3,0,2,1,1,Wish they'd teach Tracee. RT @kanYeBreast: all chihuahuas do that squinty eye shit. I think it's hilarious.
13407,13738,3,0,3,0,1,No time for bitch niggas.
21241,21702,3,0,3,0,1,Swear to god man niggas talk more than bitches these days
17560,17959,3,0,3,0,1,RT @TarikuSalim: I'd get a girlfriend if I had hoes tho. Lmaoo.
16727,17112,6,1,5,0,1,RT @O3_Millz: &#8220;@1BookieG: @O3_Millz the last bitch I fucked was a mixed breed&#8221; &#128175;&#128175;&#128175;&#128514;&#128514;&#128514;
5886,6054,3,3,0,0,0,"@drew4130 @mailgal2000
Y'all hire colored folk? Only work half da day and throw da mail in da sewer if we ain't done"
14940,15296,3,0,0,3,2,RT @DarthVenn: So this is the woman who was a bird then turned into a woman from the sky in Nigeria. http://t.co/34DcwJkVeF
18468,18877,3,1,2,0,1,"RT @_justcallmetajj: imma cool as bitch so if a bitch don't like me it's a personal problem 
."
7672,7889,3,0,3,0,1,"Almost forgot 40,000 tweets still no bitches"
15853,16222,3,0,0,3,2,RT @JoleenDoreen: I was in a Kik group once. But we called it a party line and old Charlie the barber was always hogging the calls.
4090,4212,3,0,3,0,1,@MickalaBickham barely a rhyme dumb bitch
15325,15687,3,0,3,0,1,RT @Garnettujl: Hoes will be hoes.
8303,8533,3,0,3,0,1,Can Dick Sherman get caught doing blow of a tranny hooker some time soon please? Preferably Pete Carroll
19635,20072,6,0,5,1,1,RT @marthayabish_: that's the type of bitch that I hate
12424,12736,6,0,6,0,1,Like bitch you're a man. That means You don't show fear or pain. You be strong when others can't.
24024,24521,3,0,3,0,1,i wouldnt for michaelangelo RT @DerekIsNormal: YAAAAAAASSS!!! RT @TheYelloNegro: These hoes out of control https://t.co/t4waR9G8cT
13979,14319,3,2,1,0,0,"RT ""@_ThatGAPeach: &amp; alla my niggas hot boys , so don't bring no ice in this bitch &#128130;&#8221;"
21280,21741,3,1,2,0,1,"Talk alot of shit, but if I want ill put u on the spot so don't test me bitch!"
908,928,3,0,1,2,2,#redneck tow truck. #johndeere #4455 #america https://t.co/iFInqwVRad
20281,20726,3,0,3,0,1,RT @versaceezy: she said &#8220;i want a man who can pick me up during sex&#8221; bitch you lucky i picked you up at all gas prices high as hell
4477,4609,3,0,0,3,2,@RPopBox @boxing Yeah he definitely wasn't the same guy who fought Lara but he cuts the ring off well which should be a huge boon to Canelo
19364,19793,3,0,0,3,2,RT @jimmerfredette: I hope the Yankees game doesn't get rained out tonight. It's going to be a special atmosphere and game. Jeter deser&#8230;
11263,11550,3,0,3,0,1,I'm finna quit this bitch irratating me frfr I'm sick of this shit let me start job huntin now
3211,3295,3,0,3,0,1,@FukknTyler I ain't light skin nigga I'm even colored lmao
16529,16908,3,0,3,0,1,RT @MrRichieRich_: Check ya bitch
17155,17547,3,0,0,3,2,"RT @SBNation: Reds fan snags foul ball, gets shoved by player, flips bird, becomes True American Hero: http://t.co/yDu4PR531R http://t.co/&#8230;"
24188,24692,4,0,4,0,1,"look at that bitch right there, right there #hannnnnn"
9535,9795,3,1,2,0,1,"Got hit on by a 70 yr old cripple...&amp; thinking, even if I were to accept your sexual advances there wouldn't be much you could do about it."
17312,17707,3,0,3,0,1,RT @ShyGlizzy: your bf is broke bitch!
7011,7207,3,0,1,2,2,"@serenity_23 I assume so, the tranny went out this morning. I have a maxima."
3300,3386,3,0,3,0,1,@GrandeHead biiiiitch that hoe looks perfect haha but iight
9677,9941,3,0,0,3,2,Has anyone ever purchased baseball field dirt? I really want dirt from @Yankees Stadium for my grandfather's grave. #weirdtweets
10062,10335,3,0,3,0,1,I become more of a bitch day by day&#128514;&#128514;&#128514;
8320,8550,3,0,3,0,1,Can someone treat me to some grub? I'm broke bitch over here.
