"","term","anger","anticipation","disgust","fear","joy","sadness","surprise","trust"
"602","aphid",0,0,1,0,0,0,0,0
"603","apiece",0,0,0,0,0,0,0,0
"604","aplomb",0,0,0,0,0,0,0,0
"605","apocalyptic",0,0,0,0,0,0,0,0
"606","apologetic",0,0,0,0,0,0,0,1
"607","apologist",0,0,0,0,0,0,0,0
"608","apologize",0,0,0,0,0,1,0,1
"609","apology",0,0,0,0,0,0,0,0
"610","apostasy",0,0,0,0,0,0,0,0
"611","apostate",0,0,0,0,0,0,0,0
"612","apostle",0,0,0,0,0,0,0,1
"613","apostolic",0,0,0,0,0,0,0,1
"614","apostrophe",0,0,0,0,0,0,0,0
"615","appalling",0,0,1,1,0,0,0,0
"616","apparatus",0,0,0,0,0,0,0,0
"617","apparel",0,0,0,0,0,0,0,0
"618","apparently",0,0,0,0,0,0,0,0
"619","apparition",0,0,0,1,0,0,1,0
"620","appeal",0,1,0,0,0,0,0,0
"621","appearance",0,0,0,0,0,0,0,0
"622","appease",0,0,0,0,0,0,0,0
"623","appellant",0,0,0,0,0,0,0,0
"624","append",0,0,0,0,0,0,0,0
"625","appendage",0,0,0,0,0,0,0,0
"626","appendicitis",0,0,0,1,0,1,0,0
"627","appendix",0,0,0,0,0,0,0,0
"628","appetite",0,0,0,0,0,0,0,0
"629","appetizer",0,0,0,0,0,0,0,0
"630","applause",0,0,0,0,1,0,1,1
"631","apple",0,0,0,0,0,0,0,0
"632","appliance",0,0,0,0,0,0,0,0
"633","appliances",0,0,0,0,0,0,0,0
"634","applicability",0,0,0,0,0,0,0,0
"635","applicable",0,0,0,0,0,0,0,0
"636","applicant",0,1,0,0,0,0,0,0
"637","application",0,0,0,0,0,0,0,0
"638","apply",0,0,0,0,0,0,0,0
"639","appoint",0,0,0,0,0,0,0,0
"640","appointment",0,0,0,0,0,0,0,0
"641","appointments",0,0,0,0,0,0,0,0
"642","apportion",0,0,0,0,0,0,0,0
"643","apportionment",0,0,0,0,0,0,0,0
"644","appraise",0,0,0,0,0,0,0,0
"645","appreciable",0,0,0,0,0,0,0,0
"646","appreciation",0,0,0,0,1,0,0,1
"647","apprehend",0,0,0,1,0,0,0,0
"648","apprehension",0,0,0,1,0,0,0,0
"649","apprehensive",0,1,0,1,0,0,0,0
"650","apprentice",0,0,0,0,0,0,0,1
"651","apprenticeship",0,0,0,0,0,0,0,0
"652","approach",0,0,0,0,0,0,0,0
"653","approaching",0,1,0,0,0,0,0,0
"654","approbation",0,0,0,0,0,0,0,1
"655","appropriation",0,0,0,0,0,0,0,0
"656","approval",0,0,0,0,0,0,0,0
"657","approve",0,0,0,0,1,0,0,1
"658","approving",0,0,0,0,0,0,0,0
"659","approximate",0,0,0,0,0,0,0,0
"660","approximately",0,0,0,0,0,0,0,0
"661","approximating",0,0,0,0,0,0,0,0
"662","approximation",0,0,0,0,0,0,0,0
"663","appurtenances",0,0,0,0,0,0,0,0
"664","apron",0,0,0,0,0,0,0,0
"665","apt",0,0,0,0,0,0,0,0
"666","aptitude",0,0,0,0,0,0,0,0
"667","aqua",0,0,0,0,0,0,0,0
"668","aquamarine",0,0,0,0,0,0,0,0
"669","aquarium",0,0,0,0,0,0,0,0
"670","aquatic",0,0,0,0,0,0,0,0
"671","aqueduct",0,0,0,0,0,0,0,0
"672","aqueous",0,0,0,0,0,0,0,0
"673","arable",0,0,0,0,0,0,0,0
"674","arbiter",0,0,0,0,0,0,0,1
"675","arbitrate",0,0,0,0,0,0,0,0
"676","arbitration",0,1,0,0,0,0,0,0
"677","arbitrator",0,0,0,0,0,0,0,1
"678","arbor",0,0,0,0,0,0,0,0
"679","arc",0,0,0,0,0,0,0,0
"680","arcade",0,0,0,0,0,0,0,0
"681","arch",0,0,0,0,0,0,0,0
"682","archaeological",0,0,0,0,0,0,0,0
"683","archaeologist",0,0,0,0,0,0,0,0
"684","archaeology",0,1,0,0,0,0,0,0
"685","archaic",0,0,0,0,0,0,0,0
"686","archbishop",0,0,0,0,0,0,0,0
"687","arched",0,0,0,0,0,0,0,0
"688","archer",0,0,0,0,0,0,0,0
"689","archery",0,0,0,0,0,0,0,0
"690","archetype",0,0,0,0,0,0,0,0
"691","archipelago",0,0,0,0,0,0,0,0
"692","architect",0,0,0,0,0,0,0,0
"693","architecture",0,0,0,0,0,0,0,1
"694","archive",0,0,0,0,0,0,0,0
"695","arctic",0,0,0,0,0,0,0,0
"696","ardent",0,1,0,0,1,0,0,0
"697","ardor",0,0,0,0,0,0,0,0
"698","arduous",0,0,0,0,0,0,0,0
"699","area",0,0,0,0,0,0,0,0
"700","arena",0,0,0,0,0,0,0,0
"701","areola",0,0,0,0,0,0,0,0
"702","argent",0,0,0,0,0,0,0,0
"703","argue",1,0,0,0,0,0,0,0
"704","argument",1,0,0,0,0,0,0,0
"705","argumentation",1,0,0,0,0,0,0,0
"706","argumentative",0,0,0,0,0,0,0,0
"707","arguments",1,0,0,0,0,0,0,0
"708","arid",0,0,0,0,0,1,0,0
"709","aristocracy",0,0,0,0,0,0,0,0
"710","aristocrat",0,0,0,0,0,0,0,0
"711","aristocratic",0,0,0,0,0,0,0,0
"712","arithmetic",0,0,0,0,0,0,0,0
"713","ark",0,0,0,0,0,0,0,0
"714","arm",0,0,0,0,0,0,0,0
"715","armada",0,0,0,0,0,0,0,0
"716","armament",1,0,0,1,0,0,0,0
"717","armaments",0,0,0,1,0,0,0,0
"718","armature",0,0,0,0,0,0,0,0
"719","armed",1,0,0,1,0,0,0,0
"720","armor",0,0,0,1,0,0,0,1
"721","armored",0,0,0,1,0,0,0,0
"722","armory",0,0,0,0,0,0,0,1
"723","arms",0,0,0,0,0,0,0,0
"724","army",0,0,0,0,0,0,0,0
"725","aroma",0,0,0,0,0,0,0,0
"726","arousal",0,0,0,0,0,0,0,0
"727","arouse",0,1,0,0,0,0,0,0
"728","arraignment",1,0,0,1,0,1,0,0
"729","arrange",0,0,0,0,0,0,0,0
"730","arranged",0,0,0,0,0,0,0,0
"731","arrangement",0,0,0,0,0,0,0,0
"732","array",0,0,0,0,0,0,0,0
"733","arrears",0,0,0,0,0,0,0,0
"734","arrest",0,0,0,0,0,0,0,0
"735","arrival",0,1,0,0,0,0,0,0
"736","arrive",0,1,0,0,0,0,0,0
"737","arrogance",0,0,0,0,0,0,0,0
"738","arrogant",1,0,1,0,0,0,0,0
"739","arrow",0,0,0,0,0,0,0,0
"740","arsenal",0,0,0,0,0,0,0,0
"741","arsenic",0,0,1,1,0,1,0,0
"742","arson",1,0,0,1,0,0,0,0
"743","art",0,1,0,0,1,1,1,0
"744","artery",0,0,0,0,0,0,0,0
"745","artful",0,0,0,0,0,0,0,0
"746","arthropod",0,0,0,0,0,0,0,0
"747","artichoke",0,0,0,0,0,0,0,0
"748","article",0,0,0,0,0,0,0,0
"749","articles",0,0,0,0,0,0,0,0
"750","articulate",0,0,0,0,0,0,0,0
"751","articulation",0,0,0,0,0,0,0,0
"752","artifice",0,0,0,0,0,0,0,0
"753","artillery",0,0,0,1,0,0,0,0
"754","artisan",0,0,0,0,0,0,0,0
"755","artist",0,0,0,0,0,0,0,0
"756","artiste",0,0,0,0,0,0,0,0
"757","artistic",0,0,0,0,0,0,0,0
"758","artists",0,0,0,0,0,0,0,0
"759","ascend",0,0,0,0,0,0,0,0
"760","ascendancy",0,0,0,0,0,0,0,0
"761","ascension",0,0,0,0,0,0,0,0
"762","ascent",0,0,0,0,0,0,0,0
"763","ascertain",0,0,0,0,0,0,0,0
"764","ascertained",0,0,0,0,0,0,0,0
"765","ascetic",0,0,0,0,0,0,0,0
"766","ash",0,0,0,0,0,0,0,0
"767","ashamed",0,0,1,0,0,1,0,0
"768","ashes",0,0,0,0,0,1,0,0
"769","asleep",0,0,0,0,0,0,0,0
"770","asp",0,0,0,1,0,0,0,0
"771","aspartame",0,0,0,0,0,0,0,0
"772","aspect",0,0,0,0,0,0,0,0
"773","aspects",0,0,0,0,0,0,0,0
"774","asphalt",0,0,0,0,0,0,0,0
"775","aspiration",0,1,0,0,1,0,1,1
"776","aspire",0,1,0,0,1,0,0,0
"777","aspiring",0,1,0,0,1,0,0,1
"778","ass",0,0,0,0,0,0,0,0
"779","assail",1,0,0,1,0,0,1,0
"780","assailant",1,0,0,1,0,1,0,0
"781","assassin",1,0,0,1,0,1,0,0
"782","assassinate",1,0,0,1,0,0,0,0
"783","assassination",1,0,0,1,0,1,0,0
"784","assault",1,0,0,1,0,0,0,0
"785","assay",0,0,0,0,0,0,0,0
"786","assemblage",0,0,0,0,0,0,0,0
"787","assemble",0,0,0,0,0,0,0,0
"788","assembled",0,0,0,0,0,0,0,0
"789","assembly",0,0,0,0,0,0,0,1
"790","assent",0,0,0,0,0,0,0,0
"791","assert",0,0,0,0,0,0,0,0
"792","asserting",0,0,0,0,0,0,0,1
"793","assertion",0,0,0,0,0,0,0,0
"794","assess",0,0,0,0,0,0,0,0
"795","assessment",0,0,0,0,0,0,1,1
"796","assessor",0,0,0,0,0,0,0,1
"797","assets",0,0,0,0,0,0,0,0
"798","asshole",1,0,1,0,0,0,0,0
"799","assign",0,0,0,0,0,0,0,0
"800","assignee",0,0,0,0,0,0,0,1
"801","assignment",0,0,0,0,0,0,0,0
"802","assimilate",0,0,0,0,0,0,0,0
"803","assimilation",0,0,0,0,0,0,0,0
"804","assist",0,0,0,0,0,0,0,1
"805","assistance",0,0,0,0,0,0,0,0
"806","assistant",0,0,0,0,0,0,0,0
"807","associate",0,0,0,0,0,0,0,1
"808","association",0,0,0,0,0,0,0,1
"809","assorted",0,0,0,0,0,0,0,0
"810","assortment",0,0,0,0,0,0,0,0
"811","assuage",0,0,0,0,0,0,0,0
"812","assumed",0,0,0,0,0,0,0,0
"813","assuming",0,0,0,0,0,0,0,0
"814","assumption",0,0,0,0,0,0,0,0
"815","assurance",0,0,0,0,0,0,0,1
"816","assure",0,0,0,0,0,0,0,1
"817","assured",0,0,0,0,0,0,0,1
"818","assuredly",0,0,0,0,0,0,0,1
"819","asterisk",0,0,0,0,0,0,0,0
"820","asteroids",0,0,0,0,0,0,0,0
"821","astigmatism",0,0,0,0,0,0,0,0
"822","astonishingly",0,0,0,0,0,0,1,0
"823","astonishment",0,0,0,0,1,0,1,0
"824","astral",0,0,0,0,0,0,0,0
"825","astray",0,0,0,1,0,0,0,0
"826","astringent",0,0,0,0,0,0,0,0
"827","astrologer",0,1,0,0,0,0,0,0
"828","astrology",0,0,0,0,0,0,0,0
"829","astronaut",0,0,0,0,0,0,0,0
"830","astronomer",0,1,0,0,0,0,0,0
"831","astronomy",0,0,0,0,0,0,0,0
"832","astute",0,0,0,0,0,0,0,0
"833","asunder",0,0,0,0,0,0,0,0
"834","asylum",0,0,0,1,0,0,0,0
"835","asymmetric",0,0,0,0,0,0,0,0
"836","asymmetry",0,0,1,0,0,0,0,0
"837","asymptotic",0,0,0,0,0,0,0,0
"838","atelier",0,0,0,0,0,0,0,0
"839","atheism",0,0,0,0,0,0,0,0
"840","atheist",0,0,0,0,0,0,0,0
"841","atheistic",0,0,0,0,0,0,0,0
"842","atherosclerosis",0,0,0,1,0,1,0,0
"843","athlete",0,0,0,0,0,0,0,0
"844","athletic",0,0,0,0,0,0,0,0
"845","athleticism",0,0,0,0,0,0,0,0
"846","athletics",0,0,0,0,0,0,0,0
"847","atlas",0,0,0,0,0,0,0,0
"848","atmosphere",0,0,0,0,0,0,0,0
"849","atmospheric",0,0,0,0,0,0,0,0
"850","atoll",0,0,0,0,0,0,0,0
"851","atom",0,0,0,0,0,0,0,0
"852","atomic",0,0,0,0,0,0,0,0
"853","atone",0,1,0,0,1,0,0,1
"854","atonement",0,0,0,0,0,0,0,0
"855","atrium",0,0,0,0,0,0,0,0
"856","atrocious",1,0,1,0,0,0,0,0
"857","atrocity",1,0,1,1,0,1,0,0
"858","atrophy",0,0,1,1,0,1,0,0
"859","attach",0,0,0,0,0,0,0,0
"860","attachment",0,0,0,0,0,0,0,0
"861","attack",1,0,0,1,0,0,0,0
"862","attacking",1,0,1,1,0,1,1,0
"863","attain",0,0,0,0,0,0,0,0
"864","attainable",0,1,0,0,0,0,0,0
"865","attainment",0,0,0,0,0,0,0,0
"866","attempt",0,1,0,0,0,0,0,0
"867","attendance",0,1,0,0,0,0,0,0
"868","attendant",0,0,0,0,0,0,0,1
"869","attention",0,0,0,0,0,0,0,0
"870","attentive",0,0,0,0,0,0,0,1
"871","attenuate",0,0,0,0,0,0,0,0
"872","attenuated",0,0,0,0,0,0,0,0
"873","attenuation",0,0,0,0,0,1,0,0
"874","attest",0,0,0,0,0,0,0,1
"875","attestation",0,0,0,0,0,0,0,1
"876","attic",0,0,0,0,0,0,0,0
"877","attire",0,0,0,0,0,0,0,0
"878","attitude",0,0,0,0,0,0,0,0
"879","attorney",1,0,0,1,0,0,0,1
"880","attraction",0,0,0,0,0,0,0,0
"881","attractiveness",0,0,0,0,0,0,0,0
"882","attributable",0,0,0,0,0,0,0,0
"883","attribute",0,0,0,0,0,0,0,0
"884","attribution",0,0,0,0,0,0,0,0
"885","attrition",0,0,0,0,0,0,0,0
"886","auburn",0,0,0,0,0,0,0,0
"887","auction",0,1,0,0,0,0,0,0
"888","auctioneer",0,0,0,0,0,0,0,0
"889","audacious",0,0,0,0,0,0,0,0
"890","audacity",0,0,0,0,0,0,0,0
"891","audible",0,0,0,0,0,0,0,0
"892","audience",0,1,0,0,0,0,0,0
"893","audit",0,0,0,0,0,0,0,0
"894","audition",0,0,0,0,0,0,0,0
"895","auditor",0,0,0,1,0,0,0,1
"896","auditorium",0,0,0,0,0,0,0,0
"897","auditory",0,0,0,0,0,0,0,0
"898","aught",0,0,0,0,0,0,0,0
"899","augment",0,0,0,0,0,0,0,0
"900","augmentation",0,0,0,0,0,0,0,0
"901","august",0,0,0,0,0,0,0,0
"902","aunt",0,0,0,0,0,0,0,1
"903","aura",0,0,0,0,0,0,0,0
"904","aurora",0,0,0,0,0,0,0,0
"905","auspices",0,0,0,0,0,0,0,0
"906","auspicious",0,1,0,0,1,0,0,0
"907","austere",0,0,0,1,0,1,0,0
"908","austerity",0,0,0,0,0,0,0,0
"909","authentic",0,0,0,0,1,0,0,1
"910","authenticate",0,0,0,0,0,0,0,1
"911","authentication",0,0,0,0,0,0,0,1
"912","authenticity",0,0,0,0,0,0,0,1
"913","author",0,0,0,0,0,0,0,1
"914","authoritative",0,0,0,0,0,0,0,1
"915","authority",0,0,0,0,0,0,0,1
"916","authorization",0,0,0,0,0,0,0,1
"917","authorize",0,0,0,0,0,0,0,1
"918","authorized",0,0,0,0,0,0,0,0
"919","authorship",0,0,0,0,0,0,0,0
"920","auto",0,0,0,0,0,0,0,0
"921","autobiography",0,0,0,0,0,0,0,0
"922","autocratic",0,0,0,0,0,0,0,0
"923","autograph",0,0,0,0,0,0,0,0
"924","automatic",0,0,0,0,0,0,0,1
"925","automobile",0,0,0,0,0,0,0,0
"926","autonomy",0,0,0,0,0,0,0,0
"927","autopsy",0,0,1,1,0,1,0,0
"928","autumn",0,0,0,0,0,0,0,0
"929","auxiliary",0,0,0,0,0,0,0,0
"930","avail",0,0,0,0,0,0,0,0
"931","avalanche",0,0,0,1,0,1,1,0
"932","avarice",1,0,1,0,0,0,0,0
"933","avatar",0,0,0,0,0,0,0,0
"934","avenger",1,0,0,0,0,0,0,0
"935","avenue",0,0,0,0,0,0,0,0
"936","aver",0,0,0,0,0,0,0,0
"937","average",0,0,0,0,0,0,0,0
"938","averse",1,0,1,1,0,0,0,0
"939","aversion",1,0,1,1,0,0,0,0
"940","avert",0,0,0,0,0,0,0,0
"941","aviary",0,0,0,0,0,0,0,0
"942","aviation",0,0,0,0,0,0,0,0
"943","aviator",0,0,0,0,0,0,0,0
"944","avid",0,0,0,0,0,0,0,0
"945","avocado",0,0,0,0,0,0,0,0
"946","avoid",0,0,0,1,0,0,0,0
"947","avoidance",0,0,0,1,0,0,0,0
"948","avoiding",0,0,0,1,0,0,0,0
"949","await",0,1,0,0,0,0,0,0
"950","awake",0,0,0,0,0,0,0,0
"951","awaken",0,0,0,0,0,0,0,0
"952","award",0,1,0,0,1,0,1,1
"953","awe",0,0,0,0,0,0,0,0
"954","awful",1,0,1,1,0,1,0,0
"955","awkwardness",0,0,1,0,0,0,0,0
"956","awning",0,0,0,0,0,0,0,0
"957","awry",0,0,0,0,0,0,0,0
"958","axial",0,0,0,0,0,0,0,0
"959","axiom",0,0,0,0,0,0,0,1
"960","axiomatic",0,0,0,0,0,0,0,1
"961","axis",0,0,0,0,0,0,0,0
"962","axle",0,0,0,0,0,0,0,0
"963","ay",0,0,0,0,0,0,0,0
"964","aye",0,0,0,0,0,0,0,0
"965","azimuth",0,0,0,0,0,0,0,0
"966","azure",0,0,0,0,0,0,0,0
"967","babble",0,0,0,0,0,0,0,0
"968","babbling",0,0,0,0,0,0,0,0
"969","baboon",0,0,1,0,0,0,0,0
"970","baby",0,0,0,0,1,0,0,0
"971","babysitter",0,0,0,0,0,0,0,1
"972","baccalaureate",0,0,0,0,0,0,0,0
"973","baccarat",0,0,0,0,0,0,0,0
"974","bachelor",0,0,0,0,0,0,0,0
"975","back",0,0,0,0,0,0,0,0
"976","backbone",1,0,0,0,0,0,0,1
"977","backer",0,0,0,0,0,0,0,1
"978","backfire",0,0,0,0,0,0,0,0
"979","backgammon",0,0,0,0,0,0,0,0
"980","background",0,0,0,0,0,0,0,0
"981","backhoe",0,0,0,0,0,0,0,0
"982","backpacker",0,0,0,0,0,0,0,0
"983","backtrack",0,0,0,0,0,0,0,0
"984","backward",0,0,0,0,0,0,0,0
"985","backwards",0,0,1,0,0,0,0,0
"986","backwater",0,0,0,0,0,1,0,0
"987","bacteria",0,0,1,1,0,1,0,0
"988","bacterium",0,0,1,1,0,0,0,0
"989","bad",1,0,1,1,0,1,0,0
"990","badge",0,0,0,0,0,0,0,1
"991","badger",1,0,0,0,0,0,0,0
"992","badly",0,0,0,0,0,1,0,0
"993","badness",1,0,1,1,0,0,0,0
"994","baffle",0,0,0,0,0,0,0,0
"995","bag",0,0,0,0,0,0,0,0
"996","baggage",0,0,0,0,0,0,0,0
"997","baggy",0,0,0,0,0,0,0,0
"998","bagpipes",0,0,0,0,0,0,0,0
"999","bail",0,0,0,0,0,0,0,0
"1000","bailiff",0,0,0,1,0,0,0,1
"1001","bait",0,0,0,1,0,0,0,1
"1002","bake",0,0,0,0,0,0,0,0
"1003","bakery",0,0,0,0,0,0,0,0
"1004","baking",0,0,0,0,0,0,0,0
"1005","bal",0,0,0,0,0,0,0,0
"1006","balance",0,0,0,0,0,0,0,0
"1007","balanced",0,0,0,0,0,0,0,0
"1008","balcony",0,0,0,0,0,0,0,0
"1009","bald",0,0,0,0,0,0,0,0
"1010","bale",0,0,0,1,0,0,0,0
"1011","balk",0,0,0,0,0,0,0,0
"1012","ball",0,0,0,0,0,0,0,0
"1013","ballad",0,0,0,0,0,0,0,0
"1014","ballast",0,0,0,0,0,0,0,0
"1015","ballet",0,0,0,0,0,0,0,0
"1016","balloon",0,0,0,0,0,0,0,0
"1017","ballot",0,1,0,0,0,0,0,1
"1018","ballroom",0,0,0,0,0,0,0,0
"1019","balm",0,1,0,0,1,0,0,0
"1020","balmy",0,0,0,0,0,0,0,0
"1021","balsam",0,0,0,0,0,0,0,0
"1022","balsamic",0,0,0,0,0,0,0,0
"1023","ban",0,0,0,0,0,0,0,0
"1024","banana",0,0,0,0,0,0,0,0
"1025","band",0,0,0,0,0,0,0,0
"1026","bandage",0,0,0,0,0,0,0,0
"1027","bandit",0,0,0,0,0,0,0,0
"1028","bandwagon",0,0,0,0,0,0,0,0
"1029","bane",1,0,1,1,0,0,0,0
"1030","bang",1,0,1,1,0,1,1,0
"1031","banger",1,1,0,1,0,0,1,0
"1032","banish",1,0,1,1,0,1,0,0
"1033","banished",1,0,0,1,0,1,0,0
"1034","banishment",1,0,1,0,0,1,0,0
"1035","banjo",0,0,0,0,0,0,0,0
"1036","bank",0,0,0,0,0,0,0,1
"1037","banker",0,0,0,0,0,0,0,1
"1038","bankrupt",0,0,0,1,0,1,0,0
"1039","bankruptcy",1,0,1,1,0,1,0,0
"1040","banner",0,0,0,0,0,0,0,0
"1041","banquet",0,1,0,0,1,0,0,0
"1042","banshee",1,0,1,1,0,1,0,0
"1043","banter",0,0,0,0,0,0,0,0
"1044","baptism",0,0,0,0,0,0,0,0
"1045","baptismal",0,0,0,0,1,0,0,0
"1046","bar",0,0,0,0,0,0,0,0
"1047","barb",1,0,0,0,0,0,0,0
"1048","barbarian",0,0,0,1,0,0,0,0
"1049","barbaric",1,0,1,1,0,0,0,0
"1050","barbarism",0,0,0,0,0,0,0,0
"1051","barbecue",0,0,0,0,0,0,0,0
"1052","barbed",0,0,0,0,0,0,0,0
"1053","bard",0,0,0,0,0,0,0,0
"1054","bareback",0,0,0,0,0,0,0,0
"1055","barefoot",0,0,0,0,0,0,0,0
"1056","barely",0,0,0,0,0,0,0,0
"1057","barf",0,0,1,0,0,0,0,0
"1058","bargain",0,0,0,0,0,0,0,1
"1059","barge",0,0,0,0,0,0,0,0
"1060","baritone",0,0,0,0,0,0,0,0
"1061","bark",1,0,0,0,0,0,0,0
"1062","barn",0,0,0,0,0,0,0,0
"1063","barney",0,0,0,0,0,0,0,0
"1064","barometer",0,0,0,0,0,0,0,0
"1065","baron",0,0,0,0,0,0,0,0
"1066","baroque",0,0,0,0,0,0,0,0
"1067","barrack",0,0,0,0,0,0,0,0
"1068","barred",0,0,0,0,0,0,0,0
"1069","barrel",0,0,0,0,0,0,0,0
"1070","barren",0,0,0,0,0,1,0,0
"1071","barricade",0,0,0,1,0,0,0,0
"1072","barrier",1,0,0,0,0,0,0,0
"1073","barring",0,0,0,0,0,0,0,0
"1074","barrister",0,0,0,0,0,0,0,0
"1075","barrow",0,0,1,0,0,0,0,0
"1076","bartender",0,0,0,0,0,0,0,1
"1077","barter",0,0,0,0,0,0,0,1
"1078","base",0,0,0,0,0,0,0,1
"1079","baseball",0,0,0,0,0,0,0,0
"1080","baseboard",0,0,0,0,0,0,0,0
"1081","baseless",0,0,0,0,0,0,0,0
"1082","basement",0,0,0,0,0,0,0,0
"1083","basilica",0,0,0,0,0,0,0,0
"1084","basin",0,0,0,0,0,0,0,0
"1085","basis",0,0,0,0,0,0,0,0
"1086","bask",0,0,0,0,0,0,0,0
"1087","basket",0,0,0,0,0,0,0,0
"1088","basketball",0,1,0,0,1,0,0,0
"1089","bass",0,0,0,0,0,0,0,0
"1090","basso",0,0,0,0,0,0,0,0
"1091","bassoon",0,0,0,0,0,0,0,0
"1092","bastard",0,0,1,0,0,1,0,0
"1093","bastion",1,0,0,0,0,0,0,0
"1094","bat",0,0,0,0,0,0,0,0
"1095","batch",0,0,0,0,0,0,0,0
"1096","batching",0,0,0,0,0,0,0,0
"1097","bate",0,0,0,0,0,0,0,0
"1098","bath",0,0,0,0,0,0,0,0
"1099","bathe",0,0,0,0,0,0,0,0
"1100","bathroom",0,0,0,0,0,0,0,0
"1101","bathymetry",0,0,0,0,0,0,0,0
"1102","baton",0,0,0,0,0,0,0,0
"1103","battalion",1,0,0,0,0,0,0,0
"1104","batter",1,0,0,1,0,0,0,0
"1105","battered",0,0,0,1,0,1,0,0
"1106","battery",1,0,0,0,0,0,0,0
"1107","battle",1,0,0,0,0,0,0,0
"1108","battled",1,0,0,1,0,1,0,0
"1109","battlefield",0,0,0,1,0,0,0,0
"1110","bawdy",0,0,0,0,0,0,0,0
"1111","bay",0,0,0,0,0,0,0,0
"1112","bayonet",1,0,0,1,0,0,0,0
"1113","bayou",0,0,0,0,0,0,0,0
"1114","bazaar",0,0,0,0,0,0,0,0
"1115","beach",0,0,0,0,1,0,0,0
"1116","beacon",0,0,0,0,0,0,0,0
"1117","bead",0,0,0,0,0,0,0,0
"1118","beading",0,0,0,0,0,0,0,0
"1119","beads",0,0,0,0,0,0,0,0
"1120","beagle",0,0,0,0,0,0,0,0
"1121","beak",0,0,0,0,0,0,0,0
"1122","beaker",0,0,0,0,0,0,0,0
"1123","beam",0,0,0,0,1,0,0,0
"1124","beaming",0,1,0,0,1,0,0,0
"1125","bear",1,0,0,1,0,0,0,0
"1126","beard",0,0,0,0,0,0,0,0
"1127","bearded",0,0,0,0,0,0,0,0
"1128","bearer",0,0,0,0,0,0,0,0
"1129","bearing",0,0,0,0,0,0,0,0
"1130","bearings",0,0,0,0,0,0,0,0
"1131","bearish",1,0,0,1,0,0,0,0
"1132","beast",1,0,0,1,0,0,0,0
"1133","beastly",0,0,1,1,0,0,0,0
"1134","beat",0,0,0,0,0,0,0,0
"1135","beating",1,0,0,1,0,1,0,0
"1136","beau",0,0,0,0,0,0,0,0
"1137","beautification",0,0,0,0,1,0,0,1
"1138","beautiful",0,0,0,0,1,0,0,0
"1139","beautify",0,0,0,0,1,0,0,0
"1140","beauty",0,0,0,0,1,0,0,0
"1141","beck",0,0,0,0,0,0,0,0
"1142","beckon",0,0,0,0,0,0,0,0
"1143","bed",0,0,0,0,0,0,0,0
"1144","bedding",0,0,0,0,0,0,0,0
"1145","bedrock",0,0,0,0,0,0,0,1
"1146","bedroom",0,0,0,0,0,0,0,0
"1147","bedtime",0,0,0,0,0,0,0,0
"1148","bee",1,0,0,1,0,0,0,0
"1149","beef",0,0,0,0,0,0,0,0
"1150","beehive",0,0,0,0,0,0,0,0
"1151","beer",0,0,0,0,1,0,0,0
"1152","beeswax",0,0,0,0,0,0,0,0
"1153","beetle",0,0,0,0,0,0,0,0
"1154","befall",0,0,0,0,0,0,0,0
"1155","befitting",0,0,0,0,0,0,0,0
"1156","befriend",0,0,0,0,1,0,0,1
"1157","beg",0,0,0,0,0,1,0,0
"1158","beggar",0,0,0,0,0,1,0,0
"1159","begging",0,0,0,0,0,0,0,0
"1160","begin",0,0,0,0,0,0,0,0
"1161","beginner",0,0,0,0,0,0,0,0
"1162","beginning",0,0,0,0,0,0,0,0
"1163","begun",0,1,0,0,0,0,0,0
"1164","behavior",0,0,0,0,0,0,0,0
"1165","behemoth",0,0,0,1,0,0,0,0
"1166","behest",0,0,0,0,0,0,0,0
"1167","behold",0,0,0,0,0,0,0,0
"1168","beholden",0,0,0,0,0,0,0,0
"1169","beholder",0,0,0,0,0,0,0,0
"1170","belated",0,0,0,0,0,0,0,0
"1171","belay",0,0,0,0,0,0,0,0
"1172","belief",0,0,0,0,0,0,0,0
"1173","believed",0,0,0,0,0,0,0,1
"1174","believer",0,0,0,0,0,0,0,1
"1175","believing",0,0,0,0,0,0,0,1
"1176","belittle",1,0,1,1,0,1,0,0
"1177","bell",0,0,0,0,0,0,0,0
"1178","belligerent",1,0,0,1,0,0,0,0
"1179","bellow",0,0,0,0,0,0,0,0
"1180","bellows",1,0,0,0,0,0,0,0
"1181","belly",0,0,0,0,0,0,0,0
"1182","belongings",0,0,0,0,0,0,0,0
"1183","belt",1,0,0,1,0,0,0,0
"1184","bemused",0,0,0,0,0,0,0,0
"1185","bench",0,0,0,0,0,0,0,0
"1186","bend",0,0,0,0,0,0,0,0
"1187","bender",0,0,0,0,0,0,0,0
"1188","bending",0,0,0,0,0,0,0,0
"1189","beneath",0,0,0,0,0,0,0,0
"1190","benefactor",0,0,0,0,0,0,0,1
"1191","beneficial",0,0,0,0,0,0,0,0
"1192","beneficiary",0,0,0,0,0,0,0,0
"1193","benefit",0,0,0,0,0,0,0,0
"1194","benevolence",0,0,0,0,1,0,0,1
"1195","benign",0,0,0,0,1,0,0,0
"1196","bent",0,0,0,0,0,0,0,0
"1197","benzene",0,0,0,0,0,0,0,0
"1198","bequeath",0,0,0,0,0,0,0,0
"1199","bequest",0,0,0,0,0,0,0,1
"1200","bereaved",0,0,0,0,0,1,0,0
"1201","bereavement",0,0,0,0,0,1,0,0
